,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果
4308,短靴女2018新款英伦风厚底女靴子骑士靴松糕秋冬季加绒马丁靴女鞋,女装,鞋,短靴,"{'n': ['短靴', '女', '新款', '风厚', '女', '靴子', '骑士', '靴', '马丁靴', '女鞋'], 'm': ['2018'], 'ns': ['英伦'], 'f': ['底'], 'a': ['松糕'], 't': ['秋冬季'], 'nr': ['加绒']}","['鞋', '鞋', '鞋', '鞋', '鞋']",鞋
4309,短靴女2018秋冬季新款时尚简约雪地靴子女平底韩版百搭休闲女靴潮,女装,鞋,短靴,"{'n': ['短靴', '女', '新款', '时尚', '雪地', '靴子', '版', '靴潮'], 'm': ['2018', '百'], 't': ['秋冬季', '平底'], 'd': ['简约'], 'b': ['女', '女'], 'j': ['韩'], 'v': ['搭', '休闲']}","['鞋', '鞋']",鞋
4310,短靴女2018秋冬新款性感短筒气质优雅高跟防水台细跟及裸靴,女装,鞋,短靴,"{'n': ['短靴', '女', '新款', '性感', '气质', '细跟'], 'm': ['2018'], 't': ['秋冬'], 'b': ['短筒'], 'a': ['优雅', '高'], 'p': ['跟'], 'v': ['防水'], 'q': ['台'], 'c': ['及'], 'ag': ['裸'], 'ng': ['靴']}","['鞋', '鞋']",鞋
4311,短靴女高跟秋冬2018新款韩版百搭加绒保暖尖头粗跟女靴子,女装,鞋,短靴,"{'n': ['短靴', '女高', '新款', '版', '绒', '尖头', '女', '靴子'], 'p': ['跟', '跟'], 't': ['秋冬'], 'm': ['2018', '百'], 'j': ['韩'], 'v': ['搭加', '保暖'], 'a': ['粗']}","['鞋', '鞋']",鞋
4312,短靴欧洲站时装高跟鞋女皮靴2018秋冬新款潮时尚及裸靴,女装,鞋,高跟鞋,"{'n': ['短靴', '时装', '高跟鞋', '皮靴', '新款', '潮', '时尚'], 'ns': ['欧洲'], 'v': ['站'], 'b': ['女'], 'm': ['2018'], 't': ['秋冬'], 'c': ['及'], 'ag': ['裸'], 'ng': ['靴']}","['鞋', '鞋', '鞋', '鞋']",鞋
4313,碎花印花t恤女装2018夏新款韩版短袖时尚妈妈上衣,女装,上衣,T恤,"{'n': ['碎花', '印花', '恤', '女装', '新款', '短袖', '时尚', '妈妈', '上衣'], 'eng': ['t'], 'm': ['2018'], 'nr': ['夏'], 'nt': ['韩版']}","['上衣', '上衣']",上衣
4314,碎花连衣裙长裙2018新款欧美修身显瘦气质内搭a字裙子,女装,连衣裙,连衣裙,"{'n': ['碎花', '连衣裙', '长裙', '新款', '修身', '气质', '字', '裙子'], 'm': ['2018'], 'ns': ['欧美'], 'a': ['显瘦'], 'f': ['内'], 'v': ['搭'], 'eng': ['a']}","['连衣裙', '裙子']",裙子
4315,碎花雪纺连衣裙女长裙流行春装新款气质韩版很仙的长袖裙子潮,女装,连衣裙,连衣裙,"{'n': ['碎花', '连衣裙', '长裙', '春装', '新款', '气质', '版', '长袖', '裙子', '潮'], 'nz': ['雪纺'], 'b': ['女'], 'v': ['流行'], 'j': ['韩'], 'd': ['很'], 'ng': ['仙'], 'uj': ['的']}","['连衣裙', '其它', '裙子']",裙子
4316,碎花雪纺连衣裙长裙2019新款V领高腰修身大摆裙印花仙女渡假裙子【DB】,女装,连衣裙,连衣裙,"{'n': ['碎花', '连衣裙', '长裙', '新款', '腰', '修身', '印花', '仙女', '渡假', '裙子'], 'nz': ['雪纺'], 'm': ['2019'], 'eng': ['V'], 'v': ['领', '摆'], 'a': ['高', '大', 'DB'], 'ng': ['裙']}","['连衣裙', '裙子', '裙子']",裙子
4317,碎花雪纺连衣裙长裙2019新款V领高腰修身大摆裙印花仙女渡假裙子【DB】h244,女装,连衣裙,连衣裙,"{'n': ['碎花', '连衣裙', '长裙', '新款', '腰', '修身', '印花', '仙女', '渡假', '裙子'], 'nz': ['雪纺'], 'm': ['2019'], 'eng': ['V', 'h244'], 'v': ['领', '摆'], 'a': ['高', '大', 'DB'], 'ng': ['裙']}","['连衣裙', '裙子', '裙子']",裙子
4318,秋PU皮上衣内搭加绒小衫2018新款韩版显瘦长袖蕾丝打底衫秋装女【DB】,女装,上衣,打底衫,"{'t': ['秋'], 'eng': ['PU'], 'n': ['皮上衣', '绒', '小衫', '新款', '版', '长袖', '蕾丝', '打底衫', '秋装'], 'f': ['内'], 'v': ['搭加'], 'm': ['2018'], 'j': ['韩'], 'a': ['显瘦', 'DB'], 'b': ['女']}","['上衣', '其它', '上衣']",上衣
4319,秋PU皮上衣内搭加绒小衫2018新款韩版显瘦长袖蕾丝打底衫秋装女【DB】h720,女装,上衣,打底衫,"{'t': ['秋'], 'eng': ['PU', 'h720'], 'n': ['皮上衣', '绒', '小衫', '新款', '版', '长袖', '蕾丝', '打底衫', '秋装'], 'f': ['内'], 'v': ['搭加'], 'm': ['2018'], 'j': ['韩'], 'a': ['显瘦', 'DB'], 'b': ['女']}","['上衣', '其它', '上衣']",上衣
4320,秋中长款套头毛衣高领女宽松韩版新款宽松针织打底衫,女装,上衣,打底衫,"{'t': ['秋中'], 'n': ['长款', '套头毛衣', '高领', '新款', '针织', '打底衫'], 'b': ['女'], 'a': ['宽松', '宽松'], 'nt': ['韩版']}","['上衣', '上衣']",上衣
4321,秋冬2018加绒加厚新款高腰阔腿微喇叭牛仔长裤,女装,裤子,长裤,"{'t': ['秋冬'], 'm': ['2018'], 'nr': ['加绒', '加厚', '牛仔'], 'n': ['新款', '腰', '腿', '微', '喇叭', '长裤'], 'a': ['高', '阔']}",['裤子'],裤子
4322,秋冬2018新款女士打底衫时尚圆领钉珠T恤长袖弹力收腰金丝绒上衣,女装,上衣,打底衫,"{'t': ['秋冬'], 'm': ['2018'], 'n': ['新款', '女士', '打底衫', '时尚', '圆领', '钉珠', 'T恤', '长袖', '弹力', '上衣'], 'v': ['收腰'], 'nr': ['金丝绒']}","['上衣', '上衣', '其它', '上衣']",上衣
4323,秋冬2018新款小款毛衣女修身百搭韩版半高领内搭可外穿打底衫短款e141,女装,上衣,打底衫,"{'t': ['秋冬'], 'm': ['2018', '百'], 'n': ['新款', '小款', '毛衣', '修身', '高领', '打底衫'], 'b': ['女', '短款'], 'v': ['搭', '搭', '穿'], 'ns': ['韩版半'], 'f': ['内'], 'c': ['可外'], 'eng': ['e141']}","['上衣', '上衣']",上衣
4324,秋冬2018新款时尚蕾丝打底衫女长袖宽松半高领木耳边上衣洋气小衫,女装,上衣,打底衫,"{'t': ['秋冬'], 'm': ['2018', '半'], 'n': ['新款', '时尚', '蕾丝', '打底衫', '长袖', '高领', '木', '上衣', '洋气', '小衫'], 'b': ['女'], 'a': ['宽松'], 's': ['耳边']}","['上衣', '其它', '上衣', '上衣']",上衣
4325,秋冬2018新款时尚马丁靴子欧美高跟尖头短靴粗跟防水台女靴,女装,鞋,短靴,"{'t': ['秋冬'], 'm': ['2018'], 'n': ['新款', '时尚', '靴子', '尖头', '短靴', '女靴'], 'nr': ['马丁'], 'ns': ['欧美'], 'a': ['高', '粗'], 'p': ['跟', '跟'], 'v': ['防水'], 'q': ['台']}","['鞋', '鞋', '鞋']",鞋
4326,秋冬2018新款灯芯绒哈伦裤小脚松紧腰休闲裤【DB】,女装,裤子,哈伦裤,"{'t': ['秋冬'], 'm': ['2018'], 'n': ['新款', '灯芯绒', '哈伦裤', '小脚', '腰', '休闲裤'], 'a': ['松紧', 'DB']}","['裤子', '裤子', '裤子']",裤子
4327,秋冬2018新款高跟女靴交叉绑带短靴粗跟马丁靴皮靴d148,女装,鞋,短靴,"{'t': ['秋冬'], 'm': ['2018'], 'n': ['新款', '女靴', '交叉', '绑带', '短靴', '马丁靴', '皮靴'], 'a': ['高', '粗'], 'p': ['跟', '跟'], 'eng': ['d148']}","['鞋', '鞋', '鞋', '鞋']",鞋
4328,秋冬2019新款时尚英伦格子拼接收腰显瘦假两件连衣裙【DB】,女装,连衣裙,连衣裙,"{'t': ['秋冬'], 'm': ['2019', '两件'], 'n': ['新款', '时尚', '格子', '腰', '假', '连衣裙'], 'ns': ['英伦'], 'v': ['拼', '接收'], 'a': ['显瘦', 'DB']}",['连衣裙'],连衣裙
4329,秋冬BF风羊羔毛加绒加厚棉衣宽松牛仔外套女,女装,外套,棉衣,"{'t': ['秋冬'], 'eng': ['BF'], 'n': ['风', '羊羔', '棉衣', '外套'], 'nr': ['毛加绒', '加厚', '牛仔'], 'a': ['宽松'], 'b': ['女']}","['外套', '外套']",外套
4330,秋冬中长款加绒金丝绒长袖打底衫女2018秋装新款韩版百搭休闲上衣,女装,上衣,打底衫,"{'t': ['秋冬'], 'j': ['中长款', '韩'], 'n': ['加绒', '长袖', '打底衫', '女', '秋装', '新款', '版', '上衣'], 'nr': ['金丝绒'], 'm': ['2018', '百'], 'v': ['搭', '休闲']}","['其它', '上衣', '上衣']",上衣
4331,秋冬中长款半高领毛衣裙百搭宽松针织打底连衣裙长袖女装套头毛衣,女装,连衣裙,连衣裙,"{'t': ['秋冬'], 'j': ['中长款'], 'm': ['半', '百'], 'n': ['高领', '衣裙', '针织', '打底', '连衣裙', '长袖', '女装', '套头毛衣'], 'nr': ['毛'], 'v': ['搭'], 'a': ['宽松']}","['其它', '连衣裙', '其它', '上衣']",其它
4332,秋冬中长款长袖针织打底衫女chic厚毛衣修身套头过膝百褶连衣裙Y154,女装,连衣裙,连衣裙,"{'t': ['秋冬'], 'j': ['中长款'], 'n': ['长袖', '针织', '打底衫', '女', '毛衣', '修身', '套头', '百褶', '连衣裙'], 'eng': ['chic', 'Y154'], 'a': ['厚'], 'v': ['过膝']}","['其它', '上衣', '上衣', '连衣裙']",上衣
4333,秋冬仿牛仔铅笔裤妈妈高腰加厚打底裤显瘦休闲裤中老年加绒小脚裤【DB】【DM】,女装,裤子,小脚裤,"{'t': ['秋冬'], 'd': ['仿'], 'nr': ['牛仔', '加厚', '加绒'], 'n': ['铅笔裤', '妈妈', '腰', '打底裤', '休闲裤', '小脚裤'], 'a': ['高', '显瘦', 'DB'], 'j': ['中老年'], 'ad': ['DM']}","['裤子', '裤子', '裤子', '裤子']",裤子
4334,秋冬休闲时尚运动修身大码韩版连帽加厚天鹅金丝绒套装女,女装,套装,套装,"{'t': ['秋冬'], 'v': ['休闲'], 'n': ['时尚', '修身', '大码', '版', '帽', '套装'], 'vn': ['运动'], 'j': ['韩'], 'u': ['连'], 'nr': ['加厚', '金丝绒'], 'nz': ['天鹅'], 'b': ['女']}","['日用', '套装']",套装
4335,秋冬休闲裤长裤松紧腰哈伦裤女宽松黑色外穿裤子萝卜裤小脚裤,女装,裤子,小脚裤,"{'t': ['秋冬'], 'n': ['休闲裤', '长裤', '腰', '哈伦裤', '黑色', '裤子', '萝卜', '裤', '小脚裤'], 'a': ['松紧', '宽松'], 'b': ['女'], 'f': ['外'], 'v': ['穿']}","['裤子', '裤子', '裤子', '裤子', '裤子', '裤子']",裤子
4336,秋冬保暖加长仿羊绒围巾2018新款加厚围巾女士格子韩版百搭款AF-3,女装,配饰,围巾,"{'t': ['秋冬'], 'v': ['保暖', '加长', '搭款'], 'nz': ['仿羊绒'], 'n': ['围巾', '新款', '围巾', '女士', '格子', '版'], 'm': ['2018', '百'], 'nr': ['加厚'], 'j': ['韩'], 'eng': ['AF3']}","['配饰', '配饰']",配饰
4337,秋冬保暖背心圆领修身打底加绒加厚女背心中青年,女装,日用,背心,"{'t': ['秋冬'], 'v': ['保暖'], 'n': ['背心', '圆领', '修身', '打底', '背心'], 'nr': ['加绒', '加厚'], 'b': ['女'], 'j': ['中青年']}","['日用', '其它', '日用']",日用
4338,秋冬加厚睡衣女士舒适保暖长袖珊瑚绒冬天套装大码家居服PNDF-4,女装,日用,睡衣,"{'t': ['秋冬', '冬天'], 'nr': ['加厚'], 'n': ['睡衣', '女士', '长袖', '珊瑚', '绒', '套装', '大码', '家居服'], 'a': ['舒适'], 'v': ['保暖'], 'eng': ['PNDF4']}","['日用', '其它', '套装', '日用']",日用
4339,秋冬加绒2018新款民族风女士长袖中长款上衣高领加厚打底衫T恤女【DM】【DB】,女装,上衣,打底衫,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'm': ['2018'], 'n': ['新款', '女士', '长袖', '上衣', '高领', '打底衫', 'T恤'], 'nz': ['民族风'], 'j': ['中长款'], 'b': ['女'], 'ad': ['DM'], 'a': ['DB']}","['其它', '上衣', '上衣', '上衣']",上衣
4340,秋冬加绒加厚保暖长袖韩版百搭毛衣女2018新款针织修身内搭打底衫,女装,上衣,打底衫,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'v': ['保暖', '搭', '搭'], 'n': ['长袖', '版', '毛衣', '女', '新款', '针织', '修身', '打底衫'], 'j': ['韩'], 'm': ['百', '2018'], 'f': ['内']}","['其它', '上衣', '上衣']",上衣
4341,秋冬加绒加厚保暖长袖韩版百搭毛衣女2018新款针织修身内搭打底衫g458,女装,上衣,打底衫,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'v': ['保暖', '搭', '搭'], 'n': ['长袖', '版', '毛衣', '女', '新款', '针织', '修身', '打底衫'], 'j': ['韩'], 'm': ['百', '2018'], 'f': ['内'], 'eng': ['g458']}","['其它', '上衣', '上衣']",上衣
4342,秋冬加绒加厚女纯色打底裤 龙爪毛修身连裤袜踩脚裤,女装,裤子,打底裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚', '龙爪', '毛'], 'b': ['女'], 'n': ['纯色', '打底裤', '修身', '连裤袜', '脚'], 'v': ['踩'], 'ng': ['裤']}","['裤子', '日用', '裤子']",裤子
4343,秋冬加绒加厚宽松牛仔外套中长款宽松羊羔毛潮f830,女装,外套,外套,"{'t': ['秋冬'], 'nr': ['加绒', '加厚', '牛仔', '毛潮'], 'a': ['宽松', '宽松'], 'n': ['外套', '羊羔'], 'j': ['中长款'], 'eng': ['f830']}",['外套'],外套
4344,秋冬加绒加厚打底裤女 韩版大码珍珠绒一体裤外穿新款保暖裤,女装,裤子,打底裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'n': ['打底裤', '版', '大码', '珍珠', '绒', '一体', '新款', '保暖裤'], 'b': ['女'], 'j': ['韩'], 'ng': ['裤'], 'f': ['外'], 'v': ['穿']}","['裤子', '裤子', '裤子']",裤子
4345,秋冬加绒加厚打底裤女 韩版大码珍珠绒一体裤外穿新款保暖裤z237,女装,裤子,打底裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'n': ['打底裤', '版', '大码', '珍珠', '绒', '一体', '新款', '保暖裤'], 'b': ['女'], 'j': ['韩'], 'ng': ['裤'], 'f': ['外'], 'v': ['穿'], 'eng': ['z237']}","['裤子', '裤子', '裤子']",裤子
4346,秋冬加绒加厚棉裤修身提臀保暖刺绣女打底裤羽绒棉裤,女装,裤子,打底裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'n': ['棉裤', '修身', '刺绣', '打底裤', '羽绒', '棉裤'], 'v': ['提', '保暖'], 'ng': ['臀'], 'b': ['女']}",['裤子'],裤子
4347,秋冬加绒加厚高腰高弹排扣牛仔裤女长裤大码修身显瘦弹力小脚裤潮,女装,裤子,小脚裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'a': ['高', '显瘦'], 'n': ['腰', '高弹', '牛仔裤', '长裤', '大码', '修身', '弹力', '小脚裤', '潮'], 'v': ['排扣'], 'b': ['女']}","['裤子', '裤子', '裤子']",裤子
4348,秋冬加绒外穿打底裤加厚保暖弹力小脚裤2018新款高腰黑色铅笔女裤,女装,裤子,小脚裤,"{'t': ['秋冬'], 'nr': ['加绒', '加厚'], 'f': ['外'], 'v': ['穿', '保暖'], 'n': ['打底裤', '弹力', '小脚裤', '新款', '腰', '黑色', '铅笔', '女裤'], 'm': ['2018'], 'a': ['高']}","['裤子', '裤子', '裤子']",裤子
4349,秋冬加绒连衣裙女2018新款韩版气质收腰蕾丝条纹显瘦中长款打底裙,女装,连衣裙,连衣裙,"{'t': ['秋冬'], 'nr': ['加绒'], 'n': ['连衣裙', '女', '新款', '气质', '蕾丝', '条纹', '中长款', '打底裙'], 'm': ['2018'], 'nt': ['韩版'], 'v': ['收腰'], 'a': ['显瘦']}","['连衣裙', '连衣裙']",连衣裙
4350,秋冬半高领打底衫女长袖t恤修身百搭上衣修身加厚秋衣外穿,女装,上衣,打底衫,"{'t': ['秋冬'], 'm': ['半', '百'], 'n': ['高领', '打底衫', '长袖', '恤', '修身', '上衣', '修身', '秋衣'], 'b': ['女'], 'eng': ['t'], 'v': ['搭', '穿'], 'nr': ['加厚'], 'f': ['外']}","['上衣', '其它', '上衣']",上衣
4351,秋冬哈伦裤女休闲宽松萝卜裤九分显瘦仿毛呢长裤,女装,裤子,哈伦裤,"{'t': ['秋冬'], 'n': ['哈伦裤', '萝卜', '裤', '仿毛', '长裤'], 'b': ['女'], 'v': ['休闲'], 'a': ['宽松', '显瘦'], 'm': ['九分'], 'y': ['呢']}","['裤子', '裤子', '裤子']",裤子
4352,秋冬哈伦裤女长裤2018新款韩版宽松休闲显瘦高腰小脚大码黑色裤子g300,女装,裤子,哈伦裤,"{'t': ['秋冬'], 'n': ['哈伦裤', '长裤', '新款', '腰', '小脚', '大码', '黑色', '裤子'], 'b': ['女'], 'm': ['2018'], 'nt': ['韩版'], 'a': ['宽松', '瘦高'], 'v': ['休闲', '显'], 'eng': ['g300']}","['裤子', '裤子', '裤子', '裤子']",裤子
4353,秋冬复古磨砂包包女2018新款潮韩版百搭波士顿时尚手提单肩包,女装,包包,单肩包,"{'t': ['秋冬'], 'vn': ['复古'], 'n': ['磨砂', '包包', '女', '新款', '潮', '版', '时尚', '手提', '单肩包'], 'm': ['2018', '百'], 'j': ['韩'], 'v': ['搭'], 'nr': ['波士顿']}","['包包', '包包']",包包
4354,秋冬外穿高腰打底裤女加绒加厚踩脚光泽裤加大码九分长裤显瘦胖mm【DB】f112,女装,裤子,打底裤,"{'t': ['秋冬'], 'f': ['外'], 'v': ['穿', '踩', '加大'], 'a': ['高', '显瘦', 'DB'], 'n': ['腰', '打底裤', '女加绒', '脚', '光泽裤', '码', '长裤', '胖'], 'nr': ['加厚'], 'm': ['九分'], 'eng': ['mm', 'f112']}","['裤子', '裤子', '裤子']",裤子
4355,秋冬大容量包包女2018新款韩版时尚托特包大包简约百搭老花单肩包,女装,包包,单肩包,"{'t': ['秋冬'], 'n': ['大容量', '包包', '女', '新款', '时尚', '大包', '老花', '单肩包'], 'm': ['2018', '百'], 'nt': ['韩版'], 'nrt': ['托特'], 'v': ['包', '搭'], 'd': ['简约']}","['包包', '包包']",包包
4356,秋冬大码仿牛仔加绒裤妈妈装中老年外穿高腰休闲长裤【DM】,女装,裤子,长裤,"{'t': ['秋冬'], 'n': ['大码', '绒裤', '妈妈', '腰', '长裤'], 'd': ['仿'], 'nr': ['牛仔'], 'v': ['加', '装', '穿', '休闲'], 'j': ['中老年'], 'f': ['外'], 'a': ['高'], 'ad': ['DM']}",['裤子'],裤子
4357,秋冬女加厚加绒假透肉拼接假高筒打底裤过膝假大腿外穿双层保暖裤,女装,裤子,打底裤,"{'t': ['秋冬'], 'b': ['女'], 'nr': ['加厚', '加绒'], 'n': ['假透肉', '假', '高筒', '打底裤', '假', '大腿', '双层', '保暖裤'], 'v': ['拼接', '过膝', '穿'], 'f': ['外']}","['裤子', '裤子']",裤子
4358,秋冬女加厚加绒韩版大码上衣v领条纹女装长袖t恤打底衫,女装,上衣,打底衫,"{'t': ['秋冬'], 'b': ['女'], 'nr': ['加厚', '加绒韩'], 'n': ['版', '大码', '上衣', '领', '条纹', '女装', '长袖', '恤', '打底衫'], 'eng': ['v', 't']}","['上衣', '其它', '上衣']",上衣
4359,秋冬女士睡衣羞羞兔套装时尚舒适加厚珊瑚绒家居服冬装PNDF-4,女装,日用,睡衣,"{'t': ['秋冬'], 'n': ['女士', '睡衣', '兔', '套装', '时尚', '珊瑚', '绒', '家居服', '冬装'], 'a': ['羞羞', '舒适'], 'nr': ['加厚'], 'eng': ['PNDF4']}","['日用', '套装', '日用']",日用
4360,秋冬女毛衣加绒2018新款针织中长款收腰加厚打底衫过膝连衣裙,女装,连衣裙,连衣裙,"{'t': ['秋冬'], 'b': ['女'], 'n': ['毛衣', '新款', '针织', '打底衫', '连衣裙'], 'nr': ['加绒', '加厚'], 'm': ['2018'], 'j': ['中长款'], 'v': ['收腰', '过膝']}","['上衣', '上衣', '连衣裙']",上衣
4361,秋冬季中长款针织衫女套头打底衫女装宽松显瘦包臀长袖百搭毛衣裙,女装,上衣,打底衫,"{'t': ['秋冬季'], 'j': ['中长款'], 'n': ['针织衫', '套头', '打底衫', '女装', '长袖', '衣裙'], 'b': ['女'], 'a': ['宽松', '显瘦'], 'v': ['包', '搭'], 'ng': ['臀'], 'm': ['百'], 'nr': ['毛']}","['上衣', '上衣', '其它']",上衣
4362,秋冬季修身半高领加厚加绒打底衫女2018新款韩版中长款条纹t恤女,女装,上衣,打底衫,"{'t': ['秋冬季'], 'n': ['修身', '高领', '打底衫', '女', '新款', '版', '长款', '条纹', '恤女'], 'm': ['半', '2018'], 'nr': ['加厚', '加绒'], 'j': ['韩'], 'f': ['中'], 'eng': ['t']}",['上衣'],上衣
4363,秋冬季加绒加厚假两件打底裤裙裤女外穿显瘦高腰包臀裙子保暖裤子,女装,裤子,打底裤,"{'t': ['秋冬季'], 'nr': ['加绒', '加厚'], 'n': ['假', '打底裤', '裙裤', '腰包', '臀', '裙子', '裤子'], 'm': ['两件'], 'b': ['女'], 'f': ['外'], 'v': ['穿', '显', '保暖'], 'a': ['瘦高']}","['裤子', '裙子', '裤子']",裤子
4364,秋冬季加绒加厚外穿打底裤女中老年人保暖棉裤妈妈装花裤大码长裤,女装,裤子,打底裤,"{'t': ['秋冬季'], 'nr': ['加绒', '加厚'], 'f': ['外'], 'v': ['穿', '保暖'], 'n': ['打底裤', '中老年人', '棉裤', '妈妈', '装花裤', '大码', '长裤'], 'b': ['女']}","['裤子', '裤子']",裤子
