,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果,特征
4352,牛仔套装女2019春装新款韩版马甲三件套显瘦时尚气质牛仔铅笔裤,女装,裤子,铅笔裤,"{'nr': ['牛仔', '马甲', '牛仔'], 'n': ['套装', '女', '春装', '新款', '时尚', '气质', '铅笔', '裤'], 'm': ['2019'], 'nt': ['韩版'], 'nz': ['三件套'], 'a': ['显瘦']}",[],,牛仔春装三件套
4353,牛仔套裙2019春秋修身外套女短裙两件套韩版刺绣时尚套装裙【配腰带】,女装,外套,外套,"{'nr': ['牛仔'], 'n': ['套裙', '外套', '短裙', '刺绣', '时尚', '套装', '腰带'], 'm': ['2019'], 't': ['春秋'], 'v': ['修身', '配'], 'b': ['女'], 'l': ['两件套'], 'nt': ['韩版'], 'ng': ['裙']}",[],,套裙两件套韩版
4354,牛仔女新款韩版中长款翻领修身长袖港味显瘦,女装,其它,修身,"{'nr': ['牛仔'], 'b': ['女'], 'n': ['新款', '版', '长款', '长袖', '港味'], 'j': ['韩'], 'f': ['中'], 'v': ['翻领', '修身'], 'a': ['显瘦']}",[],,韩版中长款港味显
4355,牛仔新款抓毛紧身破洞高腰高弹牛仔裤冬,女装,裤子,牛仔裤,"{'nr': ['牛仔', '毛'], 'n': ['新款', '破洞', '腰', '高弹', '牛仔裤'], 'v': ['抓', '紧身'], 'a': ['高'], 't': ['冬']}",[],,抓毛高腰高弹
4356,牛仔棉服女短款2018新款秋冬加厚冬季外套仿羊羔毛小棉袄A136,女装,外套,棉服,"{'nr': ['牛仔', '加厚', '毛小'], 'n': ['棉服', '新款', '外套', '羊羔', '棉袄'], 'b': ['女', '短款'], 'm': ['2018'], 't': ['秋冬', '冬季'], 'd': ['仿'], 'eng': ['A136']}",[],,棉服短款毛小
4357,牛仔短裤女2018夏季新款韩版百搭高腰显瘦宽松阔腿裤大码a字裤,女装,裤子,阔腿裤,"{'nr': ['牛仔'], 'n': ['短裤', '女', '新款', '版', '腰', '腿', '大码', '字裤'], 'm': ['2018', '百'], 't': ['夏季'], 'j': ['韩'], 'v': ['搭'], 'a': ['高', '显瘦', '宽松', '阔'], 'ng': ['裤'], 'eng': ['a']}",[],,韩版百搭高腰显
4358,牛仔裙两件套2018新款韩版时尚修身早秋长袖牛仔套装连衣裙,女装,连衣裙,连衣裙,"{'nr': ['牛仔裙', '牛仔', '连衣裙'], 'l': ['两件套'], 'm': ['2018'], 'n': ['新款', '时尚', '长袖', '套装'], 'nt': ['韩版'], 'v': ['修身'], 't': ['早秋']}",[],,牛仔裙早秋两件套
4359,牛仔裤2019春装新款时尚气质韩版显瘦高腰外穿九分格布边牛仔裤,女装,裤子,牛仔裤,"{'n': ['牛仔裤', '春装', '新款', '时尚', '气质', '版', '腰', '牛仔裤'], 'm': ['2019', '九分'], 'j': ['韩'], 'v': ['显', '穿'], 'a': ['瘦高'], 'f': ['外'], 'nr': ['格布边']}",[],,牛仔裤春装韩版显
4360,牛仔裤女2019春季新款显瘦紧身高腰烟灰色外穿黑色小脚长裤子【DB】h831,女装,裤子,牛仔裤,"{'n': ['牛仔裤', '女', '新款', '腰', '烟灰色', '黑色', '小脚', '裤子'], 'm': ['2019'], 't': ['春季'], 'a': ['显瘦', '高', '长'], 'v': ['紧身', '穿'], 'f': ['外'], 'eng': ['DBh831']}",[],,烟灰色外穿显瘦
4361,牛仔裤女加绒加厚2019新款韩版显瘦萝卜裤宽松哈伦老爹裤,女装,裤子,牛仔裤,"{'n': ['牛仔裤', '女加绒', '新款', '版', '萝卜', '裤', '裤'], 'nr': ['加厚', '老爹'], 'm': ['2019'], 'j': ['韩'], 'a': ['显瘦', '宽松'], 'nrt': ['哈伦']}",[],,女加绒韩版显哈伦
4362,牛仔裤女装高腰2018春秋季新款紧身显瘦小脚裤修身铅笔长裤子百搭,女装,裤子,小脚裤,"{'n': ['牛仔裤', '女装', '腰', '新款', '脚裤', '铅笔', '裤子'], 'a': ['高', '长'], 'm': ['2018', '百'], 't': ['春秋季'], 'v': ['紧身', '显', '修身', '搭'], 'z': ['瘦小']}",[],,高腰脚裤百搭
4363,牛仔连衣裙女2018秋季新款中长款a字裙春季韩版收腰裙子,女装,连衣裙,连衣裙,"{'nr': ['牛仔', '连衣裙'], 'n': ['女', '新款', '字', '版', '裙子'], 'm': ['2018'], 't': ['秋季', '春季'], 'j': ['中长款', '韩'], 'eng': ['a'], 'ng': ['裙'], 'v': ['收腰']}",[],,中长款韩版收腰
4364,特厚加绒光泽裤外穿女胖mm大码冬季加厚高腰踩脚一体打底裤A104,女装,裤子,打底裤,"{'a': ['特厚', '高'], 'n': ['加绒', '光泽', '胖', '大码', '腰', '脚', '一体', '底裤'], 'ng': ['裤'], 'f': ['外'], 'v': ['穿', '踩', '打'], 'b': ['女'], 'eng': ['mm', 'A104'], 't': ['冬季'], 'nr': ['加厚']}",[],,特厚加绒裤外
4365,珊瑚绒加厚保暖女士圆领桃心印花舒适家居服,女装,日用,家居服,"{'n': ['珊瑚', '绒', '女士', '圆领', '桃心', '印花'], 'nr': ['加厚', '家居服'], 'v': ['保暖'], 'a': ['舒适']}",[],,桃心家居服圆领
4366,珊瑚绒干发帽 超强吸水干发帽擦头发速干巾 包边珊瑚绒干发帽,女装,日用,干发帽,"{'n': ['珊瑚', '绒干', '干发帽', '头发', '速干巾', '珊瑚', '绒干'], 'v': ['发帽', '超强', '吸水', '擦', '包边', '发帽']}",[],,绒干发帽珊瑚
4367,珊瑚绒睡衣女冬季加厚韩版甜美可爱饼干熊法兰绒套装家居服女,女装,日用,睡衣,"{'n': ['珊瑚', '绒', '睡衣', '饼干', '套装'], 'b': ['女', '女'], 't': ['冬季'], 'nr': ['加厚', '熊', '家居服'], 'nt': ['韩版'], 'a': ['甜美'], 'v': ['可爱'], 'nz': ['法兰绒']}",[],,法兰绒韩版家居服
4368,珊瑚绒睡衣女士秋冬季甜美长袖韩版冬天法兰绒加厚舒适柔软套装家居服PNDF-4,女装,日用,睡衣,"{'n': ['珊瑚', '绒', '睡衣', '女士', '长袖', '套装'], 't': ['秋冬季', '冬天'], 'a': ['甜美', '舒适', '柔软'], 'nt': ['韩版'], 'nz': ['法兰绒'], 'nr': ['加厚', '家居服'], 'eng': ['PNDF4']}",[],,法兰绒韩版家居服
4369,珊瑚绒睡衣女秋冬季韩版清新甜美嘴唇绒法兰绒家居服PNDF-4,女装,日用,睡衣,"{'n': ['珊瑚', '绒', '睡衣', '嘴唇', '绒'], 'b': ['女'], 't': ['秋冬季'], 'nt': ['韩版'], 'a': ['清新', '甜美'], 'nz': ['法兰绒'], 'nr': ['家居服'], 'eng': ['PNDF4']}",[],,法兰绒韩版家居服
4370,珊瑚绒睡衣女秋冬季韩版清新甜美粉豹绒法兰绒家居服PNDF-4,女装,日用,睡衣,"{'n': ['珊瑚', '绒', '睡衣', '粉豹', '绒'], 'b': ['女'], 't': ['秋冬季'], 'nt': ['韩版'], 'a': ['清新', '甜美'], 'nz': ['法兰绒'], 'nr': ['家居服'], 'eng': ['PNDF4']}",[],,法兰绒韩版粉豹
4371,男女士冬季雷锋帽户外骑车防风防寒东北护耳帽新爆款护脖围脖帽子,女装,日用,帽子,"{'n': ['男', '女士', '骑车', '防风', '护耳', '帽', '脖', '围脖', '帽子'], 't': ['冬季'], 'nr': ['雷锋'], 'zg': ['帽'], 's': ['户外'], 'v': ['防寒', '爆款', '护'], 'ns': ['东北'], 'a': ['新']}",[],,围脖护耳帽新
4372,男女情侣款保暖冲锋衣变态厚加绒加厚棉衣外套f614,女装,外套,棉衣,"{'n': ['男女', '情侣', '冲锋衣', '变态', '棉衣', '外套'], 'm': ['款'], 'v': ['保暖'], 'nz': ['厚加绒'], 'nr': ['加厚'], 'eng': ['f614']}",[],,冲锋衣厚加绒加厚
4373,白色两翻高领毛衣女秋冬加厚韩版绣花套头针织衫宽松百搭款打底衫,女装,上衣,打底衫,"{'n': ['白色', '高领', '毛衣', '绣花', '套头', '针织衫'], 'm': ['两', '百'], 'v': ['翻', '搭款', '打底'], 'b': ['女'], 't': ['秋冬'], 'nr': ['加厚'], 'nt': ['韩版'], 'a': ['宽松'], 'ng': ['衫']}",[],,两翻韩版套头
4374,白色中长款仿水貂绒毛衣裙女2018秋冬新款宽松加厚针织打底衫z274,女装,上衣,打底衫,"{'n': ['白色', '水貂', '绒毛', '衣裙', '女', '新款', '针织'], 'j': ['中长款'], 'd': ['仿'], 'm': ['2018'], 't': ['秋冬'], 'a': ['宽松'], 'nr': ['加厚'], 'v': ['打底'], 'ng': ['衫'], 'eng': ['z274']}",[],,中长款打底水貂
4375,白色衬衫女2019新款春夏装长袖衬衣优雅荷叶边上衣,女装,上衣,衬衫,"{'n': ['白色', '衬衫', '女', '新款', '夏装', '长袖', '衬衣', '荷叶', '上衣'], 'm': ['2019'], 'tg': ['春'], 'a': ['优雅'], 'd': ['边']}",[],,夏装长袖衬衣
4376,百搭内增高袜子鞋版2018秋季新款韩版弹力靴高帮嘻哈潮靴WLDF-4,女装,日用,袜子,"{'m': ['百', '2018'], 'v': ['搭', '增高', '帮'], 'f': ['内'], 'n': ['袜子', '鞋', '版', '新款', '弹力', '潮'], 't': ['秋季'], 'nt': ['韩版'], 'ng': ['靴', '靴'], 'a': ['高'], 'o': ['嘻'], 'j': ['哈'], 'eng': ['WLDF4']}",[],,百搭内鞋版韩版
4377,百搭单鞋软皮软底单鞋2019春季女鞋平底防滑皮鞋女,女装,鞋,单鞋,"{'m': ['百', '2019'], 'v': ['搭', '防滑'], 'n': ['单鞋', '软皮', '软底', '单鞋', '女鞋', '皮鞋'], 't': ['春季', '平底'], 'b': ['女']}",[],,单鞋软皮百搭
4378,百搭基础小白鞋女新款韩版女鞋冬季加绒鞋子皮面平底白鞋hh,女装,鞋,鞋,"{'m': ['百'], 'v': ['搭'], 'n': ['基础', '白鞋', '女', '新款', '女鞋', '鞋子', '皮面', '白鞋'], 'a': ['小'], 'nt': ['韩版'], 't': ['冬季', '平底'], 'nr': ['加绒'], 'eng': ['hh']}",[],,百搭小白鞋韩版
4379,百搭性感不扎人半高领2019新款睫毛蕾丝网纱衣,女装,其它,网纱衣,"{'m': ['百', '半', '2019'], 'v': ['搭', '扎'], 'n': ['性感', '人', '高领', '新款', '睫毛', '蕾丝', '网', '纱衣'], 'd': ['不']}",[],,纱衣百搭不扎
4380,百搭软妹板鞋港味复古小白鞋2019新款韩版港风帆布鞋女,女装,鞋,鞋,"{'m': ['百', '2019'], 'v': ['搭'], 'n': ['软妹', '板鞋', '港味', '白鞋', '新款', '风', '帆布鞋'], 'vn': ['复古'], 'a': ['小'], 'ns': ['韩版港'], 'b': ['女']}",[],,帆布鞋百搭软妹板
4381,百搭防走光毛呢半身裙女格子短裙秋冬2018高腰外穿a字百褶裙子【配腰带】,女装,裙子,半身裙,"{'m': ['百', '2018'], 'v': ['搭', '穿', '配'], 'n': ['防走光', '毛呢', '半身裙', '格子', '短裙', '腰', '字', '百褶裙', '腰带'], 'b': ['女'], 't': ['秋冬'], 'a': ['高'], 'f': ['外'], 'eng': ['a'], 'ng': ['子']}",[],,百搭防走光毛呢
4382,皮夹克2018秋季新款pu机车皮衣女士短款韩版修身大码短外套,女装,外套,外套,"{'n': ['皮夹克', '新款', '机车', '皮衣', '女士', '大码', '短外套'], 'm': ['2018'], 't': ['秋季'], 'eng': ['pu'], 'b': ['短款'], 'nt': ['韩版'], 'v': ['修身']}",[],,短外套短款pu
4383,皮手套女士獭兔毛口保暖冬季触屏手套时尚PU皮手套骑手专用,女装,日用,手套,"{'n': ['皮手套', '女士', '獭兔', '毛口', '触屏', '手套', '时尚', '皮手套', '骑手', '专用'], 'v': ['保暖'], 't': ['冬季'], 'eng': ['PU']}",[],,皮手套獭兔毛口
4384,皮毛一体皮衣纯色连帽双排扣2018年冬季长袖中长款,女装,外套,皮衣,"{'n': ['皮毛', '一体', '皮衣', '纯色', '连帽', '长袖'], 'm': ['双排', '2018', '年'], 'v': ['扣'], 't': ['冬季'], 'j': ['中长款']}",[],,连帽扣年中长款
4385,皮毛一体翻领绒加厚夹克2018秋冬羊羔毛机车服PU皮衣女学生短外套,女装,外套,外套,"{'n': ['皮毛', '一体', '绒', '夹克', '羊羔', '机车', '皮衣', '学生', '短外套'], 'v': ['翻领'], 'nr': ['加厚', '毛'], 'm': ['2018'], 't': ['秋冬'], 'vn': ['服'], 'eng': ['PU'], 'b': ['女']}",[],,短外套PU翻领
4386,皮毛一体鹿皮绒外套女中长款2018冬季韩版气质保暖立领羊羔毛加厚大衣BMDF-4,女装,外套,大衣,"{'n': ['皮毛', '一体', '绒', '外套', '中长款', '气质', '羊羔', '大衣'], 'nr': ['鹿皮', '毛', '加厚'], 'b': ['女'], 'm': ['2018'], 't': ['冬季'], 'nt': ['韩版'], 'v': ['保暖', '立领'], 'eng': ['BMDF4']}",[],,立领长款韩版
4387,皮短裤女秋新款2018韩版PU皮裤高腰修身宽松显瘦大码外穿靴裤子,女装,裤子,短裤,"{'n': ['皮', '短裤', '女秋', '新款', '皮裤', '腰', '大码', '穿靴', '裤子'], 'm': ['2018'], 'nt': ['韩版'], 'eng': ['PU'], 'a': ['高', '宽松', '显瘦'], 'v': ['修身'], 'f': ['外']}",[],,女秋韩版PU
4388,皮短裤女秋新款2018韩版PU皮裤高腰修身宽松显瘦大码外穿靴裤子g692,女装,裤子,短裤,"{'n': ['皮', '短裤', '女秋', '新款', '皮裤', '腰', '大码', '穿靴', '裤子'], 'm': ['2018'], 'nt': ['韩版'], 'eng': ['PU', 'g692'], 'a': ['高', '宽松', '显瘦'], 'v': ['修身'], 'f': ['外']}",[],,女秋韩版PU
4389,皮草外套仿水貂气质休闲大气外套大衣f539,女装,外套,大衣,"{'n': ['皮草', '外套', '水貂', '气质', '大气', '外套', '大衣'], 'd': ['仿'], 'v': ['休闲'], 'eng': ['f539']}",[],,外套皮草水貂
4390,皮衣外套女2018秋冬新款韩版大码中长款时尚百搭显瘦pu皮外套女士风衣,女装,外套,风衣,"{'n': ['皮衣', '外套', '女', '新款', '版', '大码', '长款', '时尚', '皮', '外套', '女士', '风衣'], 'm': ['2018', '百'], 't': ['秋冬'], 'j': ['韩'], 'f': ['中'], 'v': ['搭'], 'a': ['显瘦'], 'eng': ['pu']}",[],,外套韩版大码中长款
4391,皮衣女中长款2018春秋新款韩版大码PU皮风衣皮夹克修身显瘦皮外套潮pu大衣,女装,外套,风衣,"{'n': ['皮衣', '中长款', '新款', '版', '大码', '皮', '风衣', '皮夹克', '皮', '外套', '潮', '大衣'], 'b': ['女'], 'm': ['2018'], 't': ['春秋'], 'j': ['韩'], 'eng': ['PU', 'pu'], 'v': ['修身'], 'a': ['显瘦']}",[],,长款韩版大码PU
4392,皮衣女中长款2018春秋新款韩版大码PU皮风衣皮夹克修身显瘦皮外套潮pu大衣h275,女装,外套,风衣,"{'n': ['皮衣', '中长款', '新款', '版', '大码', '皮', '风衣', '皮夹克', '皮', '外套', '潮', '大衣'], 'b': ['女'], 'm': ['2018'], 't': ['春秋'], 'j': ['韩'], 'eng': ['PU', 'pu', 'h275'], 'v': ['修身'], 'a': ['显瘦']}",[],,长款韩版大码PU
4393,皮衣女外套加棉加厚短款2018冬装新款西装领韩版修身显瘦大码水洗PU皮夹克,女装,外套,外套,"{'n': ['皮衣', '外套', '冬装', '新款', '西装', '版', '大码', '皮夹克'], 'b': ['女', '短款', '水洗'], 'ns': ['加棉'], 'nr': ['加厚'], 'm': ['2018'], 'v': ['领', '修身'], 'j': ['韩'], 'a': ['显瘦'], 'eng': ['PU']}",[],,短款加棉领韩版
4394,皮衣女外套加棉加厚短款2018冬装新款西装领韩版修身显瘦大码水洗PU皮夹克f832,女装,外套,外套,"{'n': ['皮衣', '外套', '冬装', '新款', '西装', '版', '大码', '皮夹克'], 'b': ['女', '短款', '水洗'], 'ns': ['加棉'], 'nr': ['加厚'], 'm': ['2018'], 'v': ['领', '修身'], 'j': ['韩'], 'a': ['显瘦'], 'eng': ['PU', 'f832']}",[],,短款加棉领韩版
4395,皮衣女短款春秋装2018韩版宽松大码PU皮短外套气质休闲皮夹克女潮h254,女装,外套,外套,"{'n': ['皮衣', '大码', '皮', '短外套', '气质', '皮夹克', '女潮'], 'b': ['女', '短款'], 'nr': ['春秋装'], 'm': ['2018'], 'nt': ['韩版'], 'a': ['宽松'], 'eng': ['PU', 'h254'], 'v': ['休闲']}",[],,春秋装短外套短款
4396,皮衣女短款春秋装2018韩版宽松大码PU皮短外套气质休闲皮夹克女潮z249,女装,外套,外套,"{'n': ['皮衣', '大码', '皮', '短外套', '气质', '皮夹克', '女潮'], 'b': ['女', '短款'], 'nr': ['春秋装'], 'm': ['2018'], 'nt': ['韩版'], 'a': ['宽松'], 'eng': ['PU', 'z249'], 'v': ['休闲']}",[],,春秋装短外套短款
4397,皮衣女长款修身风衣秋冬2018新款chic海宁中长款PU皮大衣外套,女装,外套,风衣,"{'n': ['皮衣', '女长款', '风衣', '新款', '外套'], 'v': ['修身'], 't': ['秋冬'], 'm': ['2018'], 'eng': ['chic', 'PU'], 'ns': ['海宁'], 'j': ['中长款'], 'nr': ['皮大衣']}",[],,女长款chic中长款
4398,皮裙半身裙女2018新款时尚百搭高腰开叉中长款A字包臀一步裙潮,女装,裙子,半身裙,"{'n': ['皮裙', '半身裙', '女', '新款', '时尚', '腰', '字包', '臀', '裙潮'], 'm': ['2018', '百', '一步'], 'v': ['搭', '开叉'], 'a': ['高'], 'j': ['中长款'], 'eng': ['A']}",[],,开叉皮裙半身裙
4399,皮裙女2018新款半身裙高腰一步裙秋季百搭中长款显瘦pu黑色包裙冬a121,女装,裙子,半身裙,"{'n': ['皮裙', '女', '新款', '半身裙', '腰', '裙', '长款', '黑色', '包裙'], 'm': ['2018', '一步', '百'], 'a': ['高', '显瘦'], 't': ['秋季', '冬'], 'v': ['搭'], 'f': ['中'], 'eng': ['pu', 'a121']}",[],,皮裙半身裙高腰
4400,皮裙女2018新款半身裙高腰一步裙秋季百搭中长款显瘦pu黑色包裙冬h271,女装,裙子,半身裙,"{'n': ['皮裙', '女', '新款', '半身裙', '腰', '裙', '长款', '黑色', '包裙'], 'm': ['2018', '一步', '百'], 'a': ['高', '显瘦'], 't': ['秋季', '冬'], 'v': ['搭'], 'f': ['中'], 'eng': ['pu', 'h271']}",[],,皮裙半身裙高腰
4401,皮裤PU加绒秋冬新款打底裤女士紧身加厚高腰弹力百搭小脚裤,女装,裤子,小脚裤,"{'n': ['皮裤', '新款', '底裤', '女士', '腰', '弹力', '小脚', '裤'], 'eng': ['PU'], 'nr': ['加绒', '加厚'], 't': ['秋冬'], 'v': ['打', '紧身', '搭'], 'a': ['高'], 'm': ['百']}",[],,皮裤PU加绒
4402,皮裤加绒女2018新款高腰秋冬紧身黑色打底长裤亚光小脚裤,女装,裤子,小脚裤,"{'n': ['皮裤', '加绒', '女', '新款', '腰', '黑色', '长裤', '小脚', '裤'], 'm': ['2018'], 'a': ['高'], 't': ['秋冬'], 'v': ['紧身', '打底'], 'nr': ['亚光']}",[],,皮裤加绒高腰
4403,直筒牛仔裤宽松韩版学生高腰bf九分裤百搭裤子阔腿裤,女装,裤子,阔腿裤,"{'n': ['直筒', '牛仔裤', '学生', '腰', '裤百搭', '裤子', '腿'], 'a': ['宽松', '高', '阔'], 'nt': ['韩版'], 'eng': ['bf'], 'm': ['九分'], 'ng': ['裤']}",[],,直筒韩版高腰
4404,真丝羊毛江南刺绣围巾2018少女情怀合欢花（春秋冬）系列,女装,配饰,围巾,"{'n': ['真丝', '羊毛', '刺绣', '围巾', '少女', '情怀', '合欢花'], 'ns': ['江南'], 'm': ['2018'], 't': ['春秋', '冬'], 'q': ['系列']}",[],,合欢花真丝围巾
4405,真丝马海毛精品围巾2019新款（春秋冬）经典百搭优雅,女装,配饰,围巾,"{'n': ['真丝', '精品', '围巾', '新款', '经典'], 'nr': ['马海毛'], 'm': ['2019', '百'], 't': ['春秋', '冬'], 'v': ['搭'], 'a': ['优雅']}",[],,马海毛百搭真丝
4406,睡衣女夏仿真丝短袖韩版蕾丝性感丝绸宽松大码薄款冰丝睡裙家居服,女装,日用,睡衣,"{'n': ['睡衣', '女夏', '蕾丝', '性感', '丝绸', '大码', '薄款', '冰丝', '睡裙'], 'd': ['仿真'], 'm': ['丝'], 'b': ['短袖'], 'nt': ['韩版'], 'a': ['宽松'], 'nr': ['家居服']}",[],,睡裙女夏韩版
4407,睡衣女秋冬季甜美可爱韩版珊瑚绒保暖加绒少女法兰绒家居服套装款,女装,日用,睡衣,"{'n': ['睡衣', '珊瑚', '绒', '少女', '套装'], 'b': ['女'], 't': ['秋冬季'], 'a': ['甜美'], 'v': ['可爱', '保暖'], 'nt': ['韩版'], 'nr': ['加绒', '家居服'], 'nz': ['法兰绒'], 'm': ['款']}",[],,法兰绒韩版加绒
4408,短外套女秋装新款韩版风衣中长款秋冬加绒羊羔毛棉外套大码b160,女装,外套,风衣,"{'n': ['短外套', '秋装', '新款', '风衣', '羊羔', '棉外套', '大码'], 'b': ['女'], 'nt': ['韩版'], 'j': ['中长款'], 't': ['秋冬'], 'nr': ['加绒', '毛'], 'eng': ['b160']}",[],,秋装棉外套短外套
4409,短外套韩版简约时尚修身潮流性感小西装百搭纯色个性显瘦2019春季h675,女装,外套,外套,"{'n': ['短外套', '时尚', '潮流', '性感', '西装', '纯色', '个性'], 'nt': ['韩版'], 'd': ['简约'], 'v': ['修身', '搭'], 'a': ['小', '显瘦'], 'm': ['百', '2019'], 't': ['春季'], 'eng': ['h675']}",[],,短外套韩版百搭
4410,短款亮丝针织衫女宽松春装2019新款早春女装春季长袖上衣时尚韩版,女装,上衣,针织衫,"{'b': ['短款', '女'], 'n': ['亮丝', '针织衫', '春装', '新款', '女装', '长袖', '上衣', '时尚'], 'a': ['宽松'], 'm': ['2019'], 't': ['早春', '春季'], 'nt': ['韩版']}",[],,春装短款亮丝
